user_id,scroll count,mouse movement count,click count,User Record Count,Total Time,Total Distance,validation,Min Score Value,Max Score Value,bf _votes_ 1 _count,bf _votes_ 5 _count,bf _votes_ 3 _count,bs _votes_ 3 _count,miq _votes_ 3 _count,pgi _votes_ 4 _count,bs _votes_ 1 _count,bs _votes_ 4 _count,bs _votes_ 5 _count,miq _votes_ 1 _count,miq _votes_ 2 _count,miq _votes_ 4 _count,miq _votes_ 5 _count,pgi _votes_ 1 _count,pgi _votes_ 2 _count,pgi _votes_ 3 _count,pgi _votes_ 5 _count,pgi _votes_ 7 _count,bf _votes_ 4 _count,bf _votes_ 2 _count,bs _votes_ 2 _count,pgi _votes_ 6 _count,measure_width_covered,measure_height_covered,movesleft,movesright,no_horizontal_movement,perc_left_movement,perc_right_movement,perc_no_movement_x,movesup,movesdown,no_vertical_movement,perc_upwward_movement,perc_downward_movement,perc_no_movement_y,system,Max Speed,Avg Speed,Sd Speed,displacement,displacement_time,speed,speed_times,acceleration,acceleration_times,traj_step_angles,traj_heading,length,net_displacement
365,11,4766,227,5005,245.8080001,62662.11836,0,1,5,8,10,24,4,66,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.72125,37.44767442,1427,1332,2245,28.51718625,26.61870504,44.86410871,1512,2620,872,30.21582734,52.35811351,17.42605915,pc,2835.32141,0.812243504,40.22550382,90.15338719,113.9621391,65.32763928,113.9621391,-8.869122849,113.9548289,80.84022378,65.45521878,16858.6834,463.0431945
371,1,3900,143,4044,185.388,41381.70812,1,1,7,42,0,0,0,18,2,2,1,1,9,16,16,7,71,2,3,2,4,0,0,0,0,15.65407447,22.56410256,1681,1557,805,41.57803611,38.51100668,19.91095721,1327,1950,766,32.82216176,48.23151125,18.94632698,pc,6285.067883,1.977682444,98.95335557,120.6787245,74.90201013,84.96490014,74.90201013,1.170424748,74.84429585,61.94677792,24.69571587,11826.515,359.7012649
373,34,5692,225,5951,200.144,67693.33705,0,1,7,0,7,16,1,26,16,0,1,1,0,5,28,7,1,22,9,17,8,14,5,1,11,34.55051245,43.2760989,2347,2175,1429,39.43874979,36.54847925,24.01277096,1719,2539,1693,28.88590153,42.6650983,28.44900017,pc,209.4078437,0.380698632,4.69370655,101.5968683,79.38886963,98.25564327,79.38886963,-25.81774833,79.38409944,53.39796855,69.7155044,16357.09579,84.07734534
374,32,4666,277,4975,249.9749999,115106.2271,1,3,6,0,8,14,1,18,20,0,2,1,0,0,33,15,0,0,0,35,0,20,0,0,29,58.97364568,63.38186813,1829,1546,1599,36.77121029,31.08162445,32.14716526,1626,2169,1179,32.68998794,43.60675513,23.70325694,pc,2809.11599,1.010814115,40.90722258,97.85355385,131.3643756,85.67169004,131.3643756,-2.192569068,131.3590331,62.28113076,58.62727166,17711.49325,432.0300915
375,69,3758,77,3904,577.872,37040.58555,0,1,5,0,3,10,1,12,0,0,1,0,1,47,5,1,0,56,23,5,0,10,19,2,0,54.23572474,59.56181319,1447,1459,998,37.06454918,37.37192623,25.56352459,1718,1476,710,44.00614754,37.80737705,18.18647541,pc,14.22201148,0.088153299,0.501496378,104.7497085,115.7046667,35.25979891,115.7046667,10.30185271,115.662,59.72742612,24.37632369,3142.491255,50.32891813
376,28,2138,47,2213,155.9889998,52034.53419,0,1,7,0,0,14,0,7,0,0,1,0,14,39,5,1,57,9,1,2,12,2,26,3,3,33.334375,36.26764706,904,903,405,40.86799277,40.82278481,18.30922242,1026,749,437,46.38336347,33.86075949,19.75587703,pc,1354.425686,1.343495174,29.0857385,81.13209987,60.17680955,14.33100574,60.17680955,1.03377633,60.01566669,55.28195686,30.53713584,1703.774097,105.5461984
377,44,6430,236,6710,453.514,100506.0469,0,1,7,8,5,9,1,16,31,1,1,0,10,18,15,7,3,3,8,28,3,9,11,1,8,57.63396779,61.92276423,2221,2750,1738,33.10478462,40.98971531,25.90550007,1904,3216,1589,28.37978834,47.93560888,23.68460277,pc,2911.319283,0.706326659,35.59697564,91.08740208,197.3888717,89.15866688,197.3888717,-5.104404485,197.3762995,56.14631602,42.95797239,17033.34419,450.3176657
378,164,1616,41,1821,190.949,26881.16712,0,1,7,1,15,3,0,3,5,0,3,1,0,0,44,19,0,0,0,7,27,22,1,0,45,60.25695461,55.08333333,689,721,411,37.83635365,39.59362987,22.57001647,749,659,413,41.13124657,36.18890719,22.67984624,pc,287.4875449,0.689000326,7.315343459,216.7020653,71.41155553,44.0622416,71.41155553,17.8667733,69.71566664,14.07188243,-8.258322807,1950.318588,371
379,196,6681,270,7147,292.684,144409.5001,1,3,6,0,0,12,1,20,7,0,3,0,0,0,46,0,0,0,0,40,0,30,0,0,37,108.171875,91.35094851,2286,2446,2415,31.98544844,34.22414999,33.79040157,2479,3409,1259,34.68588219,47.69833497,17.61578285,pc,295.154482,0.323970388,5.070656182,97.69646835,132.9429999,75.9963777,132.9429999,7.256695509,132.9391437,62.7775567,65.0170777,15631.43494,394.2892339
382,14,1426,226,1666,361.121,22507.27497,1,2,7,0,18,17,0,22,19,0,2,1,0,3,22,19,0,0,0,17,20,6,1,1,28,45.08504399,49.79395604,639,636,390,38.37837838,38.1981982,23.42342342,503,774,388,30.21021021,46.48648649,23.3033033,pc,884.2375582,0.774750112,21.72566583,108.0258508,198.6919348,84.2455796,198.6919348,8.868377281,198.686212,46.1874652,60.74120036,19876.75655,437.9794516
383,136,22920,1136,24192,191.046,366142.2729,0,4,7,0,38,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,84,4,0,0,0,75.59516837,98.82142857,3507,3276,17412,14.49473032,13.5399876,71.96528208,3939,6116,14140,16.28022319,25.27794999,58.44182682,pc,298.0682485,0.270881818,3.047110721,54.37954016,81.83922222,47.69281839,81.83922222,0,81.83922222,29.69432112,27.20095617,33280.27858,235.2955588
384,110,6473,249,6832,289.875,89076.4157,1,2,7,0,22,0,0,4,0,0,2,2,0,1,32,29,0,0,0,0,42,20,0,0,42,48.38286969,53.45467033,2539,2326,1967,37.16334895,34.04566745,28.79098361,1630,3758,1444,23.85831382,55.0058548,21.13583138,pc,11.91344923,0.079554808,0.468970642,97.29499008,130.4405715,81.04811365,130.4405715,1.094476537,130.4338902,63.29611569,43.61993313,17707.68819,475.1936447
385,102,2762,75,2939,231.28,78356.69764,0,2,5,0,1,11,2,27,5,0,0,0,0,39,0,0,0,63,15,1,0,5,25,2,0,85.12152269,66.42994505,830,1336,773,28.24089826,45.45763865,26.30146308,1167,1295,477,39.70738346,44.06260633,16.23001021,pc,161.2159442,1.25667186,11.53884049,123.5520426,143.4427391,39.34013776,143.4427391,14.85668317,143.190913,65.55512822,18.53764191,2841.696979,112.6987134
386,538,80780,3092,84410,223.775,1117413.837,1,3,7,0,12,9,0,7,0,0,2,2,0,0,34,25,0,0,0,6,38,21,0,0,40,143.8740849,197.1964286,6954,6829,70640,8.237091788,8.089027872,83.67388034,5889,11391,67143,6.975587221,13.49276856,79.53164422,pc,995.5457979,0.30341163,5.846679036,26.36715083,102.265634,18.55049383,102.265634,0,102.265634,11.61096552,19.58006037,48410.08893,473.1056964
388,60,6368,260,6688,284.549,86840.75983,0,3,7,0,11,8,1,16,5,0,2,1,0,0,33,17,0,0,0,31,10,23,0,0,38,52.92734375,55.30526316,2146,2698,1843,32.09211904,40.34694183,27.56093914,2093,3079,1515,31.29953641,46.04456408,22.65589951,pc,1236.877923,1.482725884,31.38600672,91.55818046,133.9539785,66.44216718,133.9539785,0.330199414,133.9437111,58.95754789,45.72456238,17121.37975,398.4595337
390,3,2222,66,2294,117.6700001,43969.22503,0,2,5,0,1,6,0,11,9,0,4,0,0,46,9,0,0,57,12,6,0,10,25,0,0,20.404375,25.69302326,884,812,597,38.55211513,35.41212386,26.03576101,820,989,484,35.76101177,43.13126908,21.10771915,pc,3044.31204,2.295310331,63.95697157,186.503844,60.0543333,94.58648274,60.0543333,31.19847581,59.70391664,68.60738182,17.75715599,6714.138385,382.2943892
392,7,1933,52,1992,230.146,48068.31604,0,2,6,0,0,7,1,25,3,0,1,0,0,38,3,0,0,59,18,3,0,2,33,2,1,27.08491947,34.73214286,790,833,368,39.67855349,41.83827223,18.48317428,965,646,380,48.46810648,32.44600703,19.08588649,pc,9.252784348,0.162920023,0.539110605,123.0415506,59.79336356,31.67294721,59.79336356,5.232192337,59.55681811,52.77846431,11.71774821,2706.914112,97.18538985
393,85,8930,262,9277,386.499,77315.13966,1,2,7,0,7,14,1,9,0,0,2,1,0,0,32,25,0,0,0,10,34,18,3,0,40,41.11054173,55.42032967,3393,3123,2760,36.57826649,33.66752911,29.7542044,2855,4380,2041,30.77835274,47.21862872,22.00301854,pc,1828.425447,0.732692069,31.87424814,91.80083988,177.5712815,63.08731264,177.5712815,0.613478231,177.5672966,57.53965854,75.86679181,18268.36714,441.8789427
395,168,25300,1012,26480,219.802,277852.607,1,4,7,0,22,0,0,0,3,0,2,2,0,0,36,30,0,0,0,24,5,20,0,0,52,102.2532943,118.5892857,4239,4464,17780,16.00649473,16.85609636,67.1374089,5143,5380,15960,19.42000529,20.314919,60.26507571,pc,115.9395259,0.231706592,3.004446531,47.90270726,102.5447441,43.97820669,102.5447441,0,102.5447441,34.61822814,13.42373884,32957.0626,438.1244116
396,793,53100,2268,56161,206.9820001,1113876.304,0,3,7,0,7,14,1,16,3,0,2,1,0,0,34,16,0,0,0,25,14,21,0,0,42,237.8206442,208.7637363,6461,6978,42729,11.50299103,12.42344395,76.07356502,8162,6489,41517,14.53140578,11.55284148,73.91575274,pc,412.5660517,0.38368917,3.496281192,34.10110747,94.73002141,34.87262993,94.73002141,0,94.73002141,14.46059529,23.2561169,57085.2539,493.9514146
397,146,9398,233,9777,363.133,124756.469,1,2,6,0,0,21,1,32,20,0,0,0,0,12,22,0,0,4,21,18,0,12,9,3,21,77.27525622,62.8310441,3939,3631,2206,40.29255319,37.14198036,22.56546645,2750,3955,3071,28.13011457,40.45621931,31.41366612,pc,6537.35624,0.864311345,66.14175663,194.2454696,187.2537875,143.5709063,187.2537875,11.79407261,187.2476113,59.02466552,42.69210454,37489.37564,411.0523081
400,43,6635,284,6962,632.207,94057.56811,1,3,7,0,14,8,0,5,1,0,2,2,0,0,36,25,0,0,0,15,25,20,0,0,43,56.52734375,58.76315789,2603,2491,1868,37.38868141,35.77994829,26.8313703,1991,3407,1564,28.59810399,48.93708704,22.46480896,pc,10.83349864,0.037340545,0.283245509,95.9413132,154.0346856,60.74335261,154.0346856,2.974470928,154.027137,57.17897972,66.03862256,16789.72981,471.1698208
401,249,27448,1056,28753,311.268,412443.8154,0,3,6,0,0,21,2,33,20,0,2,0,0,0,33,0,0,0,0,44,0,21,0,0,20,116.6376281,129.9271978,4347,5750,18658,15.11737089,19.99652234,64.88610676,4017,7066,17672,13.96974439,24.57311772,61.45713789,pc,676.1727848,0.407598841,8.344393644,47.7312792,146.3243527,37.80339773,146.3243527,0,146.3243527,26.92184206,28.57206688,36275.77219,469.3367661
404,658,92655,2295,95608,474.026,1038518.103,1,3,6,0,0,21,1,33,3,0,3,0,0,0,33,0,0,0,0,41,0,21,0,0,40,165.6442167,232.4395604,10826,11130,73659,11.32249124,11.64043299,77.03707577,10331,14334,70950,10.80479004,14.99137165,74.20383831,pc,29.822231,0.059667481,0.475416579,30.98469847,238.1136382,19.14967103,238.1136382,0,238.1136382,16.20398568,11.48060267,52426.10981,474.2362281
413,159,7899,418,8476,1046.729,145933.7006,0,1,6,0,10,10,0,16,5,0,3,1,0,0,44,6,1,0,1,38,0,22,0,0,39,85.08199122,86.93681319,3022,2917,2536,35.65781711,34.41887906,29.92330383,3018,3308,2149,35.61061947,39.03244838,25.35693215,pc,1.403883022,0.020750012,0.102699879,111.2783331,122.1276315,69.80192759,122.1276315,11.81180854,122.1218571,55.41852589,20.09279887,14800.0183,121.6716894
415,48,6599,255,6902,232.348,75611.24674,1,2,6,0,0,20,2,31,32,0,0,0,0,17,18,0,0,3,13,27,0,9,13,2,9,55.50683594,54.30631868,2258,2239,2404,32.71989567,32.44457325,34.83553108,2002,3525,1374,29.01028836,51.07955369,19.91015795,pc,475.9342607,0.274199777,5.875292369,99.5471994,110.0600303,85.44980798,110.0600303,4.627798808,110.0556606,62.6322683,48.97729808,16425.2879,438.731125
422,326,39824,984,41134,404.187,402647.9998,1,1,7,0,1,15,2,25,21,1,0,0,0,8,30,3,1,7,17,20,2,20,6,1,16,123.15959,104.3695055,7569,8324,25242,18.40038896,20.23580892,61.36380211,5339,7954,27842,12.97921478,19.33633159,67.68445363,pc,62.65960437,0.11528999,1.056474247,91.81866704,181.8832525,68.03775868,181.8832525,0,181.8832525,28.89908051,21.25322655,71251.28562,382.1544191
423,56,8659,250,8965,257.746,139312.6509,0,2,7,0,7,14,0,0,0,0,2,2,0,0,34,32,0,0,0,0,43,12,9,0,41,39.06442167,47.44917582,3190,3136,2639,35.58282209,34.98047964,29.43669827,2272,4464,2229,25.34300056,49.79364194,24.8633575,pc,31.03571047,0.154412707,1.004259586,96.41655259,115.0847304,76.46526996,115.0847304,-1.61812172,115.0747191,59.69171705,57.74078152,17162.14636,569.8991139
428,89,12956,247,13292,742.635,189772.0212,1,1,7,12,2,8,0,17,9,0,2,1,0,6,33,10,0,9,11,17,12,12,8,1,26,93.41800878,75.87804878,5312,5383,2596,39.96689489,40.50109096,19.53201414,3299,4516,5476,24.82130765,33.97787977,41.20081258,pc,2634.002598,0.608319961,26.26110188,181.2970459,312.332165,107.2953477,312.332165,22.29970685,312.308885,44.6306618,58.09707246,36259.40918,580.7891184
435,60,8383,288,8731,292.577,103830.0458,1,3,6,0,2,11,1,21,10,0,2,1,0,0,44,1,0,0,0,46,0,29,0,0,28,57.54245974,67.21978022,2931,3098,2701,33.57388316,35.48682703,30.93928981,2873,4323,1534,32.90950745,49.51890034,17.57159221,pc,488.3516086,0.216190959,5.451247282,108.4786844,127.3311879,84.74013163,127.3311879,13.46292189,127.3280738,69.01434701,34.09098932,16163.32398,503.7509305
438,19,9046,292,9358,518.941,78723.71256,1,2,6,0,0,42,2,48,82,0,1,0,0,8,10,0,0,0,0,0,0,0,0,1,2,34.39,47.0627907,2583,3256,3518,27.6050016,34.79747782,37.59752057,3253,3922,2182,34.76541627,41.91514374,23.31943999,pc,490.2896573,0.199491469,5.570897718,98.1669012,300.2734682,63.97992936,300.2734682,-2.367060997,300.2687594,72.73340159,58.07404325,15510.37039,419.2290543
441,7,2198,280,2485,730.134,69788.52126,1,1,7,9,13,5,0,5,14,1,0,3,0,0,10,51,1,2,5,15,40,4,11,0,7,37.53592375,49.33104396,865,890,729,34.82286634,35.82930757,29.34782609,805,1067,612,32.40740741,42.95491143,24.63768116,pc,152.1180991,0.228416419,3.22008246,95.18917283,350.3068963,40.09954076,350.3068963,0.89105822,350.2946943,54.58242149,29.05060028,18371.51036,467.1070541
444,289,34212,1204,35705,387.696,466715.7074,1,3,6,0,0,21,2,33,18,0,2,0,0,0,33,0,0,0,0,41,0,21,0,0,25,105.374817,123.7527473,6735,6848,22124,18.86184782,19.17831238,61.95983981,5429,7892,22386,15.20430168,22.10210883,62.69358949,pc,395.0380778,0.194598298,3.216973634,39.5714789,148.4023632,25.97586822,148.4023632,0,148.4023632,33.30208875,17.63605259,38780.04933,398.4369461
447,1,18418,282,18701,910.882,91780.98758,0,1,7,4,2,11,1,14,12,0,1,1,8,11,26,7,39,15,7,8,1,11,14,1,2,41.04895833,22.98461538,6755,7650,4295,36.12299465,40.90909091,22.96791444,3808,6194,8698,20.36363636,33.12299465,46.51336898,pc,8349.580392,0.492565964,61.05808819,152.8506773,455.5082366,78.7552457,455.5082366,19.0450045,455.4945401,47.7501625,54.94476614,34238.55173,402.2461933
448,24,12042,316,12382,577.209,97835.43649,1,1,7,4,7,6,0,3,9,1,2,0,0,7,45,11,5,8,7,29,6,12,13,1,20,54.72693997,56.4296398,4275,4557,3549,34.52871335,36.8063969,28.66488975,2980,5368,4033,24.0691382,43.35675632,32.57410548,pc,989.7545527,0.255958396,11.5693564,129.4688823,293.3821016,58.66184649,293.3821016,3.520712198,293.3624171,55.08554727,61.74997631,24210.681,202.410474
464,33,9910,261,10205,447.849,171187.8572,1,3,6,0,0,0,1,21,80,0,3,0,0,0,45,0,0,0,0,0,0,42,0,0,4,82.746875,86.91395349,3426,3620,3158,33.5750686,35.47628381,30.94864759,3418,4599,2187,33.49666797,45.07056056,21.43277146,pc,3984.47401,0.662293293,39.49364985,107.3811245,222.7822059,79.34383558,222.7822059,3.249111621,222.7714706,80.19258271,66.13908535,18254.79116,368.0339658
465,129,9423,303,9855,356.858,128184.2056,0,4,7,0,21,0,0,0,0,0,2,2,0,0,33,33,0,0,0,0,42,21,0,0,42,75.79062958,72.69505495,3603,3783,2468,36.56383195,38.39050132,25.04566673,2655,4981,2218,26.94337325,50.54800081,22.50862594,pc,925.2379265,0.965375942,17.96468045,89.77209566,218.8408266,66.89063378,218.8408266,1.197230965,218.8369542,55.45570029,43.24691338,17595.33075,506.0770692
471,42,8389,250,8681,426.49,70411.43552,0,1,5,6,10,8,0,10,70,0,0,4,0,4,35,17,1,0,0,13,0,1,17,0,0,35.51610542,53.89972527,2988,2187,3505,34.42396313,25.19585253,40.38018433,2847,3923,1910,32.79953917,45.19585253,22.00460829,pc,84.29479402,0.07511718,1.027554755,88.85280695,219.044951,65.09421262,219.044951,-1.023096759,218.9999707,50.33995369,50.81781304,18125.97262,406.1773012
481,39,5906,233,6178,308.087,96736.34686,1,4,7,0,19,0,0,0,0,0,2,2,0,0,39,27,0,0,0,21,18,23,0,0,45,58.540625,55.53157895,2370,1764,2043,38.36813987,28.55755221,33.07430792,1718,3255,1204,27.81285414,52.69548324,19.49166262,pc,56.73821253,0.116794973,0.874498328,94.49454873,118.0538517,80.93834972,118.0538517,-2.028321847,118.0509681,60.73257934,59.09008939,17859.46971,377.1962354
489,151,9673,284,10108,509.156,99384.2989,1,2,7,0,14,6,0,9,9,0,0,4,0,0,32,25,0,5,7,27,14,22,0,0,22,50.73352855,71.63461538,2820,2712,4575,27.90145444,26.8328881,45.26565747,4123,3969,2015,40.79350945,39.269813,19.93667755,pc,906.0947777,0.237534815,9.77374328,83.37885139,278.9562878,41.20699187,278.9562878,-0.61427978,278.9525024,67.25870696,37.66476784,17092.66454,409.9195043
493,250,16907,251,17408,1148.498,109072.0554,1,1,7,14,11,6,2,7,13,1,0,0,0,2,21,36,11,1,5,6,31,6,5,1,17,65.29140625,63.44117647,5264,5461,6682,30.24070776,31.37243638,38.38685586,4864,7920,4623,27.94278164,45.49893721,26.55828115,pc,2858.254974,0.237537616,21.70838043,116.8446272,523.4690833,28.49999524,523.4690833,1.866023544,523.4519062,46.92506434,60.677175,22434.16841,523.6267755
494,29,8190,264,8483,298.124,98070.24922,1,1,6,11,5,1,0,11,4,0,4,0,1,2,52,0,62,7,7,2,0,21,4,0,2,51.03221083,68.96614583,2696,2832,2954,31.78495638,33.3883518,34.82669182,2532,4047,1903,29.85145013,47.71280358,22.43574629,pc,200.8706468,0.301467213,4.189270273,112.8911652,152.4706162,82.9591634,152.4706162,5.558236321,152.4548054,56.50834751,29.9321347,20884.86557,401.9203901
496,10,2210,62,2282,119.603,52113.87491,0,2,5,0,1,8,0,12,5,0,1,0,0,51,3,0,0,66,6,7,0,5,28,3,0,29.92093704,34.36950549,931,867,483,40.81543183,38.00964489,21.17492328,900,985,396,39.45637878,43.18281456,17.36080666,pc,1414.019254,4.052755615,62.06071295,223.7704244,63.33929638,78.20542128,63.33929638,11.54200196,62.81370378,80.64664084,2.109026632,6041.801459,433.0565783
500,35,4914,237,5186,169.067,80176.5989,1,2,6,0,0,21,2,33,41,0,2,0,0,0,33,0,0,2,16,24,0,21,0,0,1,47.09516837,49.30631868,1873,1817,1495,36.12343298,35.04339441,28.83317261,1961,2249,975,37.82063645,43.37512054,18.80424301,pc,1060.082178,0.836878995,15.64508364,86.85965221,75.17058916,103.836154,75.17058916,-3.336461342,75.16561079,63.67096471,44.85589416,16069.03566,38.01315562
501,32,2356,49,2437,150.824,22207.88089,0,2,7,0,0,18,2,28,11,0,0,0,0,31,6,1,0,39,28,2,2,2,22,2,2,44.2057101,38.72527473,928,1044,465,38.07960607,42.83955683,19.08083709,1044,927,466,42.83955683,38.03857201,19.12187115,pc,96.089898,0.310225242,2.258300216,97.83618324,58.86961102,18.00831476,58.86961102,2.912102864,58.44483325,43.76196368,-4.564337879,1761.051298,160.580198
504,10,11118,259,11387,385.034,101145.2025,0,1,7,2,10,6,0,11,14,0,1,1,6,18,18,13,2,11,21,14,2,10,14,2,20,57.13909224,63.62225275,4490,4581,2315,39.43439311,40.23362024,20.33198665,3310,4314,3762,29.07078869,37.88863517,33.04057615,pc,610.8041344,0.16310044,5.826846603,120.8624579,177.6192171,77.7565353,177.6192171,4.682592231,177.6137222,39.44475107,76.52582734,23930.76666,439.7556139
505,89,4856,75,5020,257.607,128847.0174,0,1,6,1,1,9,1,20,6,0,1,0,3,40,2,1,2,62,10,3,0,3,28,2,1,78.91068814,71.89972527,1858,2122,1039,37.01932656,42.27933851,20.70133493,2028,1995,996,40.40645547,39.74895397,19.84459056,pc,414.4973962,1.504711154,17.07541325,179.0299604,110.0302683,48.83757063,110.0302683,5.455749587,109.9243415,62.14308251,-11.3310837,7340.228374,82.46211251
507,1,12193,263,12457,495.375,90623.98233,1,1,7,3,12,16,0,21,29,0,4,0,1,0,31,13,2,0,5,11,25,7,4,0,12,34.8172619,51.75346535,3822,4273,4361,30.68400771,34.30475273,35.01123956,3653,6160,2643,29.32723186,49.45407836,21.21868979,pc,723.2713636,0.112272673,6.492361892,96.03115018,232.8898626,53.37355475,232.8898626,3.889400798,232.8856374,65.99056188,31.7799503,17477.66933,34.13209633
517,48,9086,283,9417,297.658,85077.66164,1,2,6,0,2,21,2,29,26,0,2,0,0,6,29,2,0,1,17,18,0,17,2,0,22,48.11786237,56.39423077,3317,3682,2417,35.22727273,39.10365336,25.66907392,2857,4356,2203,30.34197111,46.26168224,23.39634664,pc,1003.041273,0.210075142,10.35655931,98.14395739,139.96241,83.31294549,139.96241,7.998768131,139.9604325,61.47831205,37.13314041,17469.62442,481.7405941
519,29,1531,41,1601,129.34,57008.64974,0,1,6,0,2,18,0,24,9,0,1,0,0,34,7,1,1,36,35,2,0,4,18,3,1,34.90922401,33.95192308,600,717,283,37.5,44.8125,17.6875,597,599,404,37.3125,37.4375,25.25,pc,70.04597968,1.60686052,8.246108859,75.44713312,44.96460009,12.4446176,44.96460009,0.016850185,44.59500008,27.29515734,17.35622476,1131.706997,76.10519036
521,7,1630,49,1686,109.07,37363.28203,0,2,6,0,0,19,1,20,3,0,2,0,0,40,5,1,0,65,13,2,0,0,23,1,1,21.30673499,27.17582418,611,714,360,36.2611276,42.37388724,21.36498516,904,476,305,53.64985163,28.24925816,18.10089021,pc,457.9677702,1.073177979,11.53236037,69.48004536,44.63138888,14.19067711,44.63138888,0.149869281,44.35549998,57.10999973,18.32727198,1250.640816,133.454112
522,35,4823,245,5103,218.395,59839.70718,1,1,7,0,0,21,1,30,9,0,2,1,0,0,35,1,1,0,2,36,2,21,0,0,34,46.90702782,52.99051491,1793,1818,1491,35.14308114,35.63308506,29.22383379,1924,2191,987,37.71070169,42.94394355,19.34535476,pc,366.6905152,0.375624218,5.584952474,89.29036652,96.66005226,84.75852504,96.66005226,-3.360307942,96.65774859,52.00686247,70.08290955,17054.46,469.6605157
523,72,4395,176,4643,140.893,53004.10708,0,4,7,0,22,0,0,0,0,0,2,2,0,0,33,33,0,0,0,0,42,20,0,0,42,72.36749634,57.47252747,1705,1747,1191,36.72194702,37.62653457,25.65151841,1170,2413,1060,25.19922464,51.97070859,22.83006677,pc,148.0172481,0.457690601,3.749378219,97.22864033,68.41241089,116.0045435,68.41241089,-10.14669482,68.39761637,60.85039362,54.81816025,14195.38149,432.4673398
527,7,2142,52,2201,184.526,53162.76649,0,1,6,5,3,9,0,10,1,0,1,0,0,49,6,1,0,70,9,2,0,2,23,3,2,28.22986823,40.70604396,955,822,423,43.40909091,37.36363636,19.22727273,1028,827,345,46.72727273,37.59090909,15.68181818,pc,34.28796446,0.359109365,1.440353869,79.71775274,71.5761,15.70987886,71.5761,2.37366949,71.05845001,54.55185239,5.891299076,1594.355055,81.60882305
530,2599,224,224,3047,405.103,195423.3314,0,1,7,0,4,13,2,27,29,1,1,0,3,8,18,10,1,3,21,24,3,20,5,0,3,67.98888889,340.9172609,129,155,2762,4.235062377,5.08864084,90.67629678,1266,1556,224,41.56270519,51.08338805,7.353906763,pc,136.7163626,0.421798596,2.98530998,245.2474642,178.0115956,184.7293765,178.0115956,49.76321242,177.9995409,84.48749295,55.0009876,44880.28595,6.32455532
532,45,5767,263,6075,235.645,94744.42841,1,1,7,0,4,20,1,29,20,0,3,0,0,7,28,2,3,6,12,27,5,13,5,0,11,55.2715959,56.22527473,2008,2015,2051,33.05893974,33.17418505,33.76687521,1772,3077,1225,29.17352651,50.65854462,20.16792888,pc,1618.114686,0.546409845,20.81968424,96.02270704,100.8847128,82.72868814,100.8847128,0.293273808,100.8823703,68.04244104,56.38099833,17380.10997,427.590926
534,2163,255,255,2673,742.677,190056.7569,1,1,7,5,6,11,1,18,17,1,1,0,3,5,28,12,2,13,13,20,3,11,9,1,16,79.93333333,359.662109,144,161,2367,5.389221557,6.025449102,88.58532934,704,1711,257,26.34730539,64.03443114,9.618263473,pc,30.18734419,0.260094479,1.053120993,174.729335,340.5271304,63.31504868,340.5271304,2.286727408,340.5162478,84.26058774,35.01184087,40187.74705,714.0112044
536,122,8854,260,9236,330.229,154495.0214,1,1,7,0,2,13,2,19,22,0,2,0,2,4,33,8,3,2,3,28,4,19,8,0,22,83.68359375,83.51577668,3182,3508,2545,34.45587439,37.98592312,27.55820249,2564,3955,2716,27.76394153,42.82620466,29.40985382,pc,1208.433255,0.34228479,12.68377399,95.43035478,160.3314294,73.54526737,160.3314294,-1.38398241,160.3125708,51.04347819,44.99590547,18895.21025,500.09999
540,58,11231,298,11587,462.761,103609.1235,1,1,7,7,6,12,2,18,22,0,1,1,7,5,23,13,0,1,5,33,2,11,6,0,21,56.62884334,67.78846154,3881,4140,3565,33.49732436,35.73278094,30.7698947,3776,4528,3282,32.59105817,39.08165027,28.32729156,pc,2618.348903,0.650293671,26.0481037,102.5390335,185.7837333,60.66321295,185.7837333,-2.923262596,185.7737231,46.86442199,78.01882524,19995.11154,470.5613669
542,39,6920,293,7252,228.641,81102.7207,1,3,6,0,1,20,0,36,9,0,3,1,0,0,30,0,0,0,0,42,0,21,0,0,33,50.04538799,61.03296703,2644,2485,2123,36.45890789,34.26640927,29.27468285,2820,2833,1599,38.8858246,39.06508549,22.04908991,pc,35.10120025,0.147886862,0.928306101,96.53954929,115.9213168,91.613377,115.9213168,6.322313067,115.9188279,69.3727529,18.27325516,17377.11887,492.0995834
546,55,7033,249,7337,468.611,144494.4199,0,3,7,0,13,7,0,12,2,0,2,2,0,0,33,21,0,0,0,16,18,22,0,0,48,87.61346999,81.1978022,2567,2630,2139,34.99182116,35.85059978,29.15757906,3374,2338,1624,45.99236641,31.87022901,22.13740458,pc,367.2455106,0.274640543,4.474942016,99.61914221,223.3438594,93.83364717,223.3438594,-1.917012094,223.3407405,61.5364307,46.35961938,18429.54131,471.9247821
549,305,16098,271,16674,820.069,164868.5954,1,1,7,5,5,19,2,27,13,0,0,1,0,5,27,7,24,23,12,7,1,8,5,1,4,105.8887262,69.32142857,6435,6580,3658,38.59533377,39.4650033,21.93966293,4169,5097,7407,25.00449829,30.57038325,44.42511845,pc,279.3591758,0.11592304,2.807595619,183.2124323,390.8974951,77.89018093,390.8974951,13.40104574,390.8613268,47.30779625,68.06450923,37008.91133,415.4190655
