,user_id,direction_list
114,974,"['SE 8.0 , SW 7.0 , SE 11.0 , SW 19.0 , SE 9.0 , NW 51.0 , NE 8.0 , SE 14.0 , SW 9.0 , SW 9.0 , SE 16.0 , SW 8.0 , SW 9.0 , SE 8.0 , PageChange SW 8.0 , SE 7.0 , SE 15.0 , NE 8.0 , SW 16.0 , SE 8.0 , SE 9.0 , SW 12.0 , NE 5.0 , PageChange SW 8.0 , SW 8.0 , SE 8.0 , SW 8.0 , SE 8.0 , SW 7.0 , SE 7.0 , SW 8.0 , SW 10.0 , PageChange SE 7.0 , SE 12.0 , NW 16.0 , SE 9.0 , SE 11.0 , SW 7.0 , NW 32.0 , SE 15.0 , SW 7.0 , SW 10.0 , SE 9.0 , PageChange SW 8.0 , SE 8.0 , SE 8.0 , SW 8.0 , SE 8.0 , SW 8.0 , SW 7.0 , SE 9.0 , SE 10.0 , PageChange SS 5.0 , SW 11.0 , SE 8.0 , SW 10.0 , SE 8.0 , SE 9.0 , SW 16.0 , SE 7.0 , NE 12.0 , PageChange SW 12.0 , SW 8.0 , SE 8.0 , SE 8.0 , SW 6.0 , SW 8.0 , SE 17.0 , NE 10.0 , PageChange SW 8.0 , SE 13.0 , SW 16.0 , SE 9.0 , SW 8.0 , SW 8.0 , SE 8.0 , SW 7.0 , PageChange SW 8.0 , SE 10.0 , SE 7.0 , SW 8.0 , SW 8.0 , SE 9.0 , NE 5.0 , SW 8.0 , SW 10.0 , SE 10.0 , PageChange SW 7.0 , SE 14.0 , SE 8.0 , SW 8.0 , SW 16.0 , PageChange SW 7.0 , SE 9.0 , SW 12.0 , NE 7.0 , SE 13.0 , SW 8.0 , SW 8.0 , NE 73.0 , SW 9.0 , SE 8.0 , SE 8.0 , SE 9.0 , SW 7.0 , SW 9.0 , SW 7.0 , NE 65.0 , SW 8.0 , SW 9.0 , SE 7.0 , SE 8.0 , SE 8.0 , SW 8.0 , SW 7.0 , SW 9.0 , NE 8.0 , SE 13.0 , SW 52.0 , NW 9.0 , NW 6.0 , NE 7.0 , SW 14.0 , NE 20.0 , NW 4.0 , NW 7.0 , NE 9.0 , NW 7.0 , NW 9.0 , NE 11.0 , NW 4.0 , SE 8.0 , SE 7.0 , SW 8.0 , SW 8.0 , SE 6.0 , SW 8.0 , SE 8.0 , SE 9.0 , SW 9.0 , EE 56.0 , NE 8.0 , NW 8.0 , NE 9.0 , NW 8.0 , NW 6.0 , NE 9.0 , NE 8.0 , NW 8.0 , NE 9.0 , SW 34.0 , PageChange SW 9.0 , SE 8.0 , SE 9.0 , SW 8.0 , SW 8.0 , SW 9.0 , SE 8.0 , SE 6.0 , SW 10.0 , SE 8.0 , NE 75.0 , SE 8.0 , SE 8.0 , SE 8.0 , SW 8.0 , NE 8.0 , SW 16.0 , SE 7.0 , SW 8.0 , SE 9.0 , SE 8.0 , PageChange SW 14.0 , NE 9.0 , SE 13.0 , NE 46.0 , SE 8.0 , SE 8.0 , NE 0.0 , SE 8.0 ,']"
115,955,"['SE 13.0 , NE 11.0 , SE 7.0 , SW 7.0 , NW 5.0 , SE 8.0 , NW 25.0 , PageChange SE 6.0 , SE 4.0 , SW 7.0 , SE 11.0 , SW 7.0 , SW 8.0 , SE 10.0 , SE 5.0 , SW 7.0 , SE 6.0 , PageChange SE 6.0 , SE 7.0 , SW 6.0 , SE 8.0 , SE 7.0 , SW 7.0 , SW 8.0 , SE 7.0 , SE 7.0 , PageChange SE 12.0 , NE 6.0 , SW 12.0 , SE 8.0 , SE 6.0 , SW 7.0 , SW 7.0 , SE 8.0 , SE 6.0 , PageChange SW 11.0 , SE 7.0 , SE 7.0 , NE 12.0 , SE 9.0 , SW 11.0 , SW 8.0 , NE 15.0 , NW 6.0 , SW 13.0 , NE 9.0 , SW 7.0 , SE 8.0 , SE 5.0 , SW 9.0 , PageChange SE 7.0 , SE 6.0 , SW 8.0 , SE 8.0 , SE 7.0 , NW 5.0 , SW 7.0 , SW 6.0 , SW 8.0 , PageChange SE 7.0 , SE 8.0 , SE 6.0 , SE 5.0 , SW 7.0 , SW 9.0 , SW 6.0 , SE 16.0 , NW 9.0 , PageChange SE 7.0 , SE 8.0 , SW 6.0 , SW 6.0 , SE 8.0 , SS 6.0 , SE 7.0 , SW 16.0 , NE 8.0 , PageChange SE 7.0 , SE 7.0 , SW 8.0 , SE 8.0 , SW 12.0 , SE 11.0 , SW 7.0 , SE 6.0 , SW 4.0 , PageChange SW 7.0 , SE 9.0 , SW 6.0 , SE 8.0 , SW 8.0 , SW 7.0 , SE 8.0 , SE 4.0 , SW 10.0 , PageChange SE 8.0 , SE 7.0 , SW 9.0 , SS 5.0 , SE 8.0 , SW 9.0 , SE 6.0 , PageChange SW 12.0 , NE 8.0 , SE 12.0 , SW 8.0 , SW 13.0 , SW 7.0 , SE 56.0 , NE 8.0 , NN 8.0 , NW 7.0 , NE 8.0 , NW 13.0 , NE 8.0 , SE 14.0 , NW 62.0 , NW 8.0 , SW 11.0 , SE 12.0 , SW 6.0 , SW 6.0 , SW 13.0 , NE 8.0 , SE 13.0 , SW 11.0 , NE 76.0 , SE 7.0 , SW 8.0 , SE 11.0 , SW 8.0 , SW 6.0 , NE 5.0 , NN 5.0 , SS 13.0 , SW 8.0 , SE 7.0 , SW 11.0 , PageChange SE 8.0 , SE 8.0 , SE 15.0 , SW 5.0 , SW 8.0 , SW 9.0 , SE 13.0 , NE 5.0 , SE 47.0 , NE 13.0 , NE 12.0 , SW 5.0 , NW 12.0 , NE 8.0 , NE 8.0 , NW 8.0 , NW 5.0 , SW 55.0 , SE 10.0 , SW 6.0 , SW 8.0 , SW 6.0 , SE 8.0 , SE 7.0 , SW 7.0 , SW 8.0 , SE 8.0 , NE 52.0 , NE 7.0 , NW 12.0 , SW 5.0 , NE 12.0 , NW 8.0 , NE 11.0 , NW 5.0 , NW 8.0 , NE 8.0 , PageChange SE 7.0 , SE 8.0 , SE 6.0 , NE 51.0 , WW 5.0 , SE 8.0 , SE 7.0 , SE 6.0 ,']"
116,934,"['SE 8.0 , SE 17.0 , SW 20.0 , SE 16.0 , SW 15.0 , SW 7.0 , SE 6.0 , NE 66.0 , SW 20.0 , SE 8.0 , SW 8.0 , SW 6.0 , SE 20.0 , SW 11.0 , SE 11.0 , SW 20.0 , PageChange SW 20.0 , SE 12.0 , SE 7.0 , SE 8.0 , SW 12.0 , SE 17.0 , NW 21.0 , SW 21.0 , SW 7.0 , PageChange SE 21.0 , SW 7.0 , SE 7.0 , SW 21.0 , SE 7.0 , SE 11.0 , SE 14.0 , NW 19.0 , SW 8.0 , PageChange SW 11.0 , SE 11.0 , SE 9.0 , NW 20.0 , SE 22.0 , NW 38.0 , SE 8.0 , SW 7.0 , SW 8.0 , SE 8.0 , SW 7.0 , SE 7.0 , SE 10.0 , PageChange SW 12.0 , SE 12.0 , SW 9.0 , SW 6.0 , SW 3.0 , SE 11.0 , SW 8.0 , SW 6.0 , SE 7.0 , SE 11.0 , PageChange SW 23.0 , SW 7.0 , SS 7.0 , SW 9.0 , SW 7.0 , SW 6.0 , SE 8.0 , PageChange SE 8.0 , SW 13.0 , SW 12.0 , SE 14.0 , SE 8.0 , SW 16.0 , NE 5.0 , PageChange SE 9.0 , SW 7.0 , SW 16.0 , SE 6.0 , SE 17.0 , SE 15.0 , SW 20.0 , PageChange SE 11.0 , SW 24.0 , SE 14.0 , SW 8.0 , SW 5.0 , SE 10.0 , SE 9.0 , PageChange SE 7.0 , SW 7.0 , SW 13.0 , SW 15.0 , SE 17.0 , SW 10.0 , SE 8.0 , PageChange NE 42.0 , NE 16.0 , SW 47.0 , SE 53.0 , SW 64.0 , SE 57.0 , SW 53.0 , NE 58.0 , SW 75.0 , EE 64.0 , SW 54.0 , SE 12.0 , SW 9.0 , NE 60.0 , SE 8.0 , PageChange SE 8.0 , SE 9.0 , SW 8.0 , NE 59.0 , NW 8.0 , NE 7.0 , NW 7.0 , SW 68.0 , SE 21.0 , SW 7.0 , SW 9.0 , NE 68.0 , SE 18.0 , SW 14.0 , SE 6.0 , SW 7.0 , SW 8.0 , PageChange SE 13.0 , SE 21.0 , SW 7.0 , SW 7.0 , SS 7.0 , SE 7.0 , NE 79.0 , SE 12.0 , SW 8.0 , SE 7.0 , SW 13.0 , SE 7.0 , SE 14.0 , SE 7.0 , SW 8.0 , PageChange SE 59.0 , SW 63.0 , SE 16.0 , SW 9.0 , SE 17.0 , SW 9.0 , SE 13.0 , SE 8.0 , NE 73.0 , SE 17.0 , SW 9.0 , SW 8.0 , SW 8.0 , SE 15.0 , SE 7.0 , SW 8.0 , PageChange SE 17.0 , SW 9.0 , SW 9.0 , NE 58.0 , SE 12.0 , SS 14.0 , NE 9.0 ,']"
117,959,"['SE 14.0 , SW 5.0 , SE 11.0 , SW 18.0 , SE 18.0 , SW 10.0 , SW 11.0 , SE 18.0 , PageChange SE 7.0 , SW 10.0 , SW 11.0 , SE 6.0 , SW 6.0 , SE 19.0 , SW 7.0 , SW 7.0 , SW 12.0 , PageChange SW 11.0 , SE 6.0 , SW 6.0 , SE 8.0 , SW 3.0 , SW 7.0 , SE 6.0 , SE 11.0 , SW 4.0 , SW 13.0 , SS 6.0 , PageChange SE 11.0 , SE 7.0 , SE 8.0 , SW 17.0 , SW 6.0 , SE 7.0 , SE 15.0 , SW 7.0 , SE 6.0 , PageChange SW 6.0 , SE 19.0 , SS 5.0 , NE 12.0 , SW 9.0 , SE 9.0 , SW 8.0 , NE 37.0 , SW 6.0 , SE 6.0 , SW 11.0 , SE 8.0 , SE 8.0 , SW 11.0 , SE 8.0 , PageChange SW 8.0 , SW 9.0 , SE 10.0 , SE 7.0 , SW 15.0 , SE 4.0 , SE 10.0 , SW 8.0 , SE 6.0 , SE 9.0 , PageChange SW 10.0 , SE 15.0 , SW 8.0 , SE 7.0 , SW 6.0 , SE 8.0 , SW 6.0 , SW 10.0 , SW 6.0 , PageChange SW 11.0 , SE 8.0 , SW 8.0 , SE 7.0 , SE 10.0 , SW 11.0 , SE 12.0 , SW 6.0 , SW 12.0 , PageChange SE 6.0 , SE 12.0 , SW 12.0 , SE 12.0 , SE 6.0 , SW 7.0 , SE 5.0 , SW 15.0 , PageChange SE 7.0 , SE 11.0 , SW 11.0 , SE 10.0 , SW 8.0 , SW 3.0 , SE 7.0 , SW 11.0 , SE 9.0 , SE 12.0 , SW 8.0 , PageChange SW 12.0 , SE 8.0 , SE 8.0 , SW 5.0 , SS 6.0 , SS 8.0 , SW 6.0 , NE 30.0 , SW 7.0 , SE 8.0 , SW 11.0 , SE 9.0 , SE 10.0 , NE 61.0 , SW 11.0 , SE 7.0 , SE 6.0 , SS 12.0 , SW 8.0 , SE 7.0 , PageChange SW 19.0 , NW 6.0 , SE 12.0 , SS 7.0 , SE 8.0 , SW 8.0 , SW 7.0 , SE 8.0 , NE 75.0 , SE 11.0 , SW 8.0 , SW 13.0 , SE 6.0 , SW 7.0 , SE 11.0 , SE 5.0 , SW 11.0 , SE 4.0 , NE 1.0 , NW 57.0 , Nada NN 6.0 , NE 8.0 , NW 15.0 , NE 16.0 , NW 8.0 , NW 6.0 , NN 6.0 , PageChange SE 53.0 , SW 14.0 , NW 7.0 , SE 13.0 , SE 8.0 , SE 8.0 , SW 8.0 , SW 11.0 , SE 7.0 , NW 52.0 , EE 53.0 , PageChange NE 52.0 , SW 48.0 , SW 13.0 , NE 6.0 , SW 19.0 , NE 12.0 , SW 12.0 , SE 14.0 , SW 8.0 , SE 53.0 , NE 13.0 , NW 8.0 , NE 8.0 , NW 14.0 , NE 14.0 , NW 7.0 , NE 7.0 , PageChange NE 48.0 , SW 62.0 , NE 57.0 , SW 11.0 , SW 44.0 , SW 11.0 , SE 56.0 ,']"
118,958,"['NW 13.0 , NE 16.0 , NW 9.0 , NW 12.0 , NE 9.0 , NW 9.0 , NE 18.0 , PageChange SW 13.0 , SE 9.0 , SW 16.0 , SE 22.0 , SW 18.0 , SE 12.0 , SS 7.0 , SE 7.0 , SW 17.0 , PageChange NW 9.0 , SE 12.0 , SW 17.0 , SE 8.0 , SW 8.0 , SE 16.0 , SW 16.0 , SE 21.0 , SW 16.0 , SW 9.0 , NE 55.0 , SW 7.0 , SE 12.0 , SW 17.0 , SE 6.0 , SE 12.0 , SW 11.0 , SE 16.0 , SE 9.0 , PageChange SW 12.0 , SE 12.0 , SE 9.0 , NW 21.0 , SW 9.0 , SE 19.0 , SW 9.0 , NW 24.0 , SE 8.0 , SE 12.0 , SW 6.0 , SW 17.0 , SE 16.0 , SW 8.0 , SE 15.0 , PageChange SW 6.0 , SE 7.0 , SS 8.0 , SE 6.0 , SS 6.0 , SS 8.0 , SW 9.0 , SE 8.0 , SW 10.0 , PageChange SW 8.0 , SW 10.0 , SE 14.0 , SW 9.0 , SE 13.0 , SW 10.0 , SW 10.0 , SE 12.0 , SW 17.0 , SW 9.0 , PageChange SW 22.0 , SE 21.0 , SW 12.0 , SW 13.0 , SE 22.0 , SS 6.0 , SE 8.0 , SW 13.0 , SW 10.0 , PageChange SE 9.0 , SW 9.0 , SE 7.0 , SW 12.0 , SE 11.0 , SE 13.0 , SE 8.0 , SW 21.0 , SE 9.0 , PageChange SE 9.0 , SE 18.0 , SW 16.0 , SE 8.0 , SE 16.0 , NE 5.0 , SW 16.0 , SE 11.0 , SE 19.0 , PageChange SE 8.0 , NW 4.0 , SE 8.0 , SE 7.0 , SW 7.0 , SE 8.0 , SE 10.0 , SE 8.0 , PageChange SE 78.0 , SW 77.0 , SE 32.0 , NE 32.0 , SS 7.0 , SE 18.0 , SW 45.0 , SE 45.0 , EE 5.0 , SW 83.0 , SE 62.0 , SW 62.0 , SE 22.0 , SE 45.0 , SW 67.0 , SE 61.0 , PageChange NE 9.0 , NE 31.0 , SW 63.0 , NE 62.0 , SW 63.0 , SE 62.0 , SW 35.0 , SE 9.0 , NE 35.0 , SW 37.0 , SE 46.0 , SW 45.0 , NE 29.0 , SW 30.0 , SE 30.0 , SW 30.0 , NE 52.0 , SW 52.0 , SE 39.0 , PageChange SE 30.0 , SW 62.0 , NE 63.0 , SW 63.0 , NE 62.0 , SW 29.0 , NE 56.0 , SW 57.0 , SE 46.0 , SW 46.0 , SE 61.0 , SW 62.0 , NE 46.0 , SW 78.0 , SE 62.0 , SW 46.0 , SE 62.0 , SW 79.0 , SE 63.0 , PageChange NE 61.0 , SW 46.0 , NE 46.0 , SW 79.0 , NE 62.0 , SW 62.0 , SE 67.0 , SW 68.0 , SE 62.0 , SW 31.0 , SE 62.0 , NW 83.0 , SW 13.0 , NE 72.0 , SW 72.0 , SE 67.0 , SE 13.0 , SW 19.0 , PageChange SE 41.0 , SW 73.0 , NE 78.0 , SW 45.0 , SE 30.0 , SW 63.0 , NE 77.0 ,']"
119,972,"['SW 8.0 , SW 8.0 , SE 14.0 , SW 8.0 , SW 6.0 , SW 7.0 , SE 11.0 , PageChange SW 10.0 , SE 14.0 , SW 9.0 , SE 5.0 , SE 11.0 , SW 7.0 , SW 8.0 , SE 7.0 , PageChange SW 18.0 , SE 8.0 , SE 14.0 , SW 8.0 , SW 12.0 , SE 6.0 , SW 14.0 , SE 18.0 , NW 50.0 , SW 20.0 , SE 9.0 , SW 10.0 , SE 15.0 , SW 7.0 , PageChange Nada SW 8.0 , Nada SE 14.0 , Nada SW 7.0 , NE 12.0 , SW 9.0 , Nada SE 11.0 , SW 8.0 , NW 19.0 , NE 10.0 , Nada SW 8.0 , SW 10.0 , SE 15.0 , PageChange SE 6.0 , SW 8.0 , SE 7.0 , SE 7.0 , SW 14.0 , SE 10.0 , SW 8.0 , SE 17.0 , NW 50.0 , SW 11.0 , SE 11.0 , SE 5.0 , SW 15.0 , SW 12.0 , SE 14.0 , PageChange SW 10.0 , SE 11.0 , SW 7.0 , SE 10.0 , SW 6.0 , SE 7.0 , SW 16.0 , SE 12.0 , PageChange SW 8.0 , SE 14.0 , SW 7.0 , SE 6.0 , SW 26.0 , SW 6.0 , Nada NW 14.0 , PageChange SW 8.0 , SW 14.0 , SE 18.0 , SW 8.0 , SW 8.0 , SE 10.0 , SW 7.0 , SW 17.0 , Nada PageChange SW 7.0 , SE 14.0 , SW 7.0 , SW 5.0 , SE 15.0 , PageChange SE 8.0 , SW 9.0 , SW 15.0 , SE 15.0 , SW 6.0 , SW 12.0 , SE 11.0 , NE 64.0 , SE 15.0 , SW 8.0 , SW 8.0 , SE 8.0 , SW 15.0 , SW 8.0 , PageChange SW 12.0 , SE 11.0 , SW 7.0 , SW 12.0 , SE 19.0 , SW 7.0 , SW 8.0 , SE 6.0 , NE 79.0 , SW 7.0 , SE 8.0 , SW 19.0 , SE 11.0 , SW 6.0 , SW 11.0 , SE 16.0 , SW 9.0 , SW 15.0 , PageChange SE 11.0 , SW 19.0 , SE 15.0 , SW 8.0 , SW 15.0 , SE 15.0 , SW 8.0 , SE 11.0 , SW 7.0 , NE 75.0 , SE 12.0 , SW 19.0 , SE 14.0 , SW 8.0 , SW 15.0 , SE 19.0 , SW 8.0 , SE 11.0 , SW 8.0 , PageChange NE 52.0 , SW 49.0 , SW 11.0 , SE 15.0 , SE 7.0 , SE 7.0 , SW 15.0 , SE 7.0 , SW 6.0 , NE 75.0 , SW 8.0 , SE 11.0 , SW 7.0 , SW 11.0 , SE 15.0 , SW 7.0 , SW 8.0 , SE 8.0 , NN 37.0 , SW 51.0 , Nada SW 12.0 , SE 15.0 , SW 7.0 , NE 55.0 , SW 7.0 , SE 8.0 , Nada SW 11.0 ,']"
120,885,"['SE 7.0 , SW 8.0 , SW 6.0 , SW 7.0 , SE 8.0 , SE 8.0 , SW 6.0 , PageChange SE 8.0 , SW 6.0 , SW 7.0 , SW 8.0 , SW 8.0 , SE 12.0 , SE 7.0 , SW 8.0 , SW 8.0 , PageChange SW 8.0 , SW 7.0 , SW 8.0 , SE 15.0 , SW 7.0 , SW 7.0 , SW 5.0 , SW 7.0 , SE 7.0 , PageChange SE 10.0 , SE 9.0 , SE 7.0 , SW 7.0 , SW 8.0 , SW 8.0 , SE 6.0 , SE 12.0 , SW 8.0 , PageChange SW 8.0 , SW 5.0 , SW 8.0 , NE 13.0 , SE 9.0 , SW 9.0 , SE 7.0 , NW 19.0 , SW 8.0 , SW 7.0 , SE 14.0 , SW 7.0 , NE 18.0 , SW 7.0 , SW 9.0 , PageChange SW 6.0 , SW 15.0 , SE 8.0 , SE 6.0 , SE 8.0 , SW 8.0 , SW 7.0 , SW 10.0 , PageChange SW 6.0 , SE 1.0 , SW 9.0 , SW 6.0 , SW 8.0 , SW 6.0 , SE 9.0 , SE 8.0 , SW 7.0 , SW 7.0 , PageChange SW 8.0 , SW 11.0 , SE 8.0 , SE 8.0 , SS 6.0 , SW 5.0 , SE 1.0 , SW 8.0 , SE 5.0 , SE 12.0 , PageChange SW 8.0 , SW 8.0 , SE 14.0 , SW 9.0 , SE 6.0 , SE 8.0 , SW 10.0 , SE 7.0 , PageChange SW 8.0 , SW 7.0 , SE 8.0 , SW 17.0 , SS 5.0 , NW 6.0 , SE 10.0 , SE 12.0 , PageChange SW 8.0 , SE 7.0 , SW 8.0 , SE 7.0 , SE 7.0 , SE 2.0 , SW 6.0 , SW 8.0 , PageChange EE 48.0 , SW 7.0 , SW 6.0 , SW 11.0 , SE 6.0 , SS 2.0 , SE 7.0 , SE 6.0 , SE 9.0 , NW 71.0 , SE 8.0 , SE 8.0 , SW 8.0 , SW 15.0 , SE 8.0 , SE 9.0 , PageChange SE 43.0 , SE 7.0 , SW 7.0 , NW 61.0 , SE 8.0 , SE 9.0 , SW 6.0 , SW 7.0 , SW 8.0 , SE 9.0 , SE 10.0 , SW 6.0 , NE 58.0 , SW 6.0 , SE 5.0 , SE 7.0 , SE 8.0 , SW 7.0 , SW 8.0 , PageChange SE 13.0 , NE 53.0 , SW 8.0 , SW 13.0 , SW 43.0 , SW 7.0 , SW 8.0 , SE 6.0 , SE 15.0 , SW 8.0 , NE 65.0 , SW 8.0 , SW 8.0 , SW 8.0 , SW 8.0 , SE 16.0 , PageChange SW 9.0 , SW 11.0 , SE 8.0 , SE 6.0 , SE 8.0 , SE 7.0 , SW 9.0 , SE 5.0 , SW 9.0 , EE 57.0 , NW 6.0 , NE 12.0 , NE 8.0 , NW 8.0 , NE 5.0 , NW 13.0 , NE 8.0 , SW 16.0 , SW 56.0 , NE 62.0 , SE 6.0 , SW 8.0 , SW 8.0 ,']"
121,953,"['SS 10.0 , NW 38.0 , SW 10.0 , SE 9.0 , NE 13.0 , SW 34.0 , PageChange SW 15.0 , SE 27.0 , SW 17.0 , NW 37.0 , SE 31.0 , SW 10.0 , SE 9.0 , NW 35.0 , NE 16.0 , SE 29.0 , PageChange SE 12.0 , SW 30.0 , SE 30.0 , SW 30.0 , NE 30.0 , NW 32.0 , SE 16.0 , SE 9.0 , SE 10.0 , PageChange SE 29.0 , SW 9.0 , SE 8.0 , SW 29.0 , SS 8.0 , NW 12.0 , SE 8.0 , NE 14.0 , SE 17.0 , PageChange SE 28.0 , SW 22.0 , NE 40.0 , SE 30.0 , NW 19.0 , SE 22.0 , NW 19.0 , NE 27.0 , SE 17.0 , SE 22.0 , NW 17.0 , SW 3.0 , SW 9.0 , NE 13.0 , NW 18.0 , SW 10.0 , SE 9.0 , SS 12.0 , NE 80.0 , SS 10.0 , SS 8.0 , NW 78.0 , SS 11.0 , SE 9.0 , SE 20.0 , NE 64.0 , NE 1.0 , NW 37.0 , PageChange EE 68.0 , SE 29.0 , SW 100.0 , SE 82.0 , NW 45.0 , SE 10.0 , SS 10.0 , SS 8.0 , SW 10.0 , SE 9.0 , NW 14.0 , PageChange SE 56.0 , SS 8.0 , SE 10.0 , SW 10.0 , SE 8.0 , NN 4.0 , NW 7.0 , SW 68.0 , NE 30.0 , SW 8.0 , SE 43.0 , SE 40.0 ,']"
122,982,"['SW 6.0 , SE 10.0 , NW 3.0 , SW 7.0 , NW 22.0 , SE 9.0 , SS 6.0 , SW 10.0 , SE 11.0 , PageChange SE 7.0 , SW 8.0 , SE 6.0 , SE 10.0 , SW 6.0 , SW 10.0 , SE 6.0 , SE 7.0 , SW 8.0 , SW 3.0 , NE 18.0 , NE 6.0 , PageChange SW 14.0 , SE 11.0 , SW 6.0 , SW 13.0 , NW 5.0 , SE 13.0 , SE 8.0 , SW 12.0 , NE 7.0 , PageChange SE 15.0 , SE 7.0 , SE 6.0 , SW 19.0 , SE 7.0 , SE 8.0 , SW 7.0 , SE 8.0 , SW 7.0 , PageChange SW 7.0 , SE 13.0 , NE 7.0 , NE 9.0 , SW 12.0 , SE 8.0 , SE 7.0 , NW 42.0 , SE 8.0 , SE 7.0 , SW 7.0 , SW 12.0 , NW 6.0 , SE 14.0 , SW 8.0 , PageChange SW 11.0 , SE 8.0 , SE 7.0 , SW 7.0 , SW 7.0 , SW 7.0 , SE 7.0 , SE 8.0 , SW 9.0 , PageChange SE 7.0 , SW 9.0 , SE 11.0 , SW 8.0 , SE 7.0 , SE 8.0 , SW 7.0 , SW 7.0 , PageChange SW 7.0 , SE 9.0 , SW 10.0 , SW 6.0 , SE 12.0 , NE 6.0 , SW 12.0 , SE 10.0 , SE 10.0 , PageChange SW 8.0 , SW 5.0 , SW 6.0 , SE 15.0 , SW 10.0 , SW 7.0 , SE 10.0 , SE 6.0 , PageChange SE 12.0 , SW 8.0 , SW 7.0 , SW 7.0 , SW 14.0 , NW 5.0 , SE 10.0 , SE 6.0 , SS 8.0 , SE 8.0 , PageChange SE 6.0 , SW 15.0 , SS 7.0 , SE 8.0 , SE 6.0 , SE 7.0 , SE 7.0 , PageChange SE 11.0 , SW 7.0 , SW 8.0 , SE 7.0 , SW 7.0 , SE 8.0 , SW 6.0 , NE 67.0 , SW 8.0 , SE 5.0 , SW 8.0 , SE 8.0 , SE 8.0 , SW 8.0 , SE 6.0 , PageChange SE 39.0 , NW 43.0 , SW 7.0 , SE 5.0 , SE 9.0 , SE 7.0 , SW 7.0 , SW 9.0 , SE 6.0 , SE 7.0 , SE 42.0 , NE 7.0 , NE 9.0 , NW 5.0 , NE 7.0 , NW 7.0 , NW 12.0 , NE 12.0 , SW 48.0 , SW 7.0 , SW 8.0 , SE 11.0 , SS 5.0 , SW 11.0 , SE 18.0 , SW 13.0 , NE 79.0 , SW 7.0 , SW 7.0 , SW 8.0 , SE 11.0 , SE 8.0 , SW 8.0 , SW 8.0 , SE 7.0 , SE 9.0 , PageChange SE 14.0 , NE 6.0 , SW 26.0 , SS 6.0 , SW 15.0 , SE 8.0 , NE 80.0 , SW 13.0 , SE 8.0 , SW 15.0 , SE 8.0 , SE 11.0 , SW 8.0 , NW 44.0 ,']"
123,964,"['SW 16.0 , SS 13.0 , SE 6.0 , SW 16.0 , SS 15.0 , SS 13.0 , SS 11.0 , PageChange SE 13.0 , SW 13.0 , SE 15.0 , SW 11.0 , SS 26.0 , NN 17.0 , SE 29.0 , NW 19.0 , SE 15.0 , PageChange SW 9.0 , SE 24.0 , NE 15.0 , SW 28.0 , SW 15.0 , SS 13.0 , SS 15.0 , NN 23.0 , SS 13.0 , NN 71.0 , SE 11.0 , SW 15.0 , SS 4.0 , SS 7.0 , SS 19.0 , SE 20.0 , NW 46.0 , SE 24.0 , SW 15.0 , PageChange SW 15.0 , SS 11.0 , SE 11.0 , SW 10.0 , NE 41.0 , SW 26.0 , NW 26.0 , SE 28.0 , SW 47.0 , NE 11.0 , NW 15.0 , NE 11.0 , NW 13.0 , NE 27.0 , PageChange SE 13.0 , SW 15.0 , SS 9.0 , SE 28.0 , SW 23.0 , SE 5.0 , NE 65.0 , SW 23.0 , NW 34.0 , PageChange SE 26.0 , SE 15.0 , SE 11.0 , SW 13.0 , SW 6.0 , SE 16.0 , NW 9.0 , NE 1.0 , NE 24.0 , NW 28.0 , NE 29.0 , PageChange SW 54.0 , SE 32.0 , NE 82.0 , SE 1.0 , SE 11.0 , SE 17.0 , SE 11.0 , SW 11.0 , SE 17.0 , SW 2.0 , NW 10.0 , SE 11.0 , SW 11.0 , SW 2.0 , NE 13.0 , NE 11.0 , NW 15.0 , NE 15.0 , NE 9.0 , NN 18.0 , NE 7.0 , NW 11.0 , PageChange SW 92.0 , NW 13.0 , NE 13.0 , NW 13.0 , NE 13.0 , NW 14.0 , PageChange SE 29.0 , SS 51.0 , NN 6.0 , SE 4.0 , SW 4.0 , NE 3.0 , NW 28.0 , PageChange SE 15.0 , SW 50.0 , SW 11.0 , SE 5.0 , SE 3.0 , NW 22.0 , SE 20.0 , NW 74.0 , PageChange SW 15.0 , SE 15.0 , SW 23.0 , SE 6.0 , SW 17.0 , NW 13.0 , SE 20.0 , NW 18.0 , SE 21.0 , NW 19.0 , SE 19.0 , NW 21.0 , SE 19.0 , NW 27.0 , NW 4.0 , SE 21.0 , NW 11.0 , SS 25.0 , PageChange SW 17.0 , SE 11.0 , SW 23.0 , NE 0.0 , SE 23.0 , NW 17.0 , SE 19.0 , SW 2.0 , NW 35.0 , SS 15.0 , SW 3.0 , SW 3.0 , NE 31.0 , SE 23.0 , SW 28.0 , NW 21.0 , SW 21.0 , NW 19.0 , NE 11.0 , NW 22.0 , NE 12.0 , NW 17.0 , NE 0.0 , NW 19.0 , SE 11.0 , SW 1.0 , NE 1.0 , NW 12.0 , SE 13.0 , NW 1.0 , SE 2.0 , SW 4.0 , NN 5.0 , NW 3.0 , SE 4.0 , SE 19.0 , SS 5.0 , SE 59.0 , NW 13.0 , NW 19.0 , NW 17.0 , NE 7.0 , NN 25.0 , NE 4.0 , SE 11.0 ,']"
